"","X","state","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ6","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"30","  37"," 6","LaVernecity"," 1","0.03","0.56","0.06","0.74","0.44","0.34","0.45","0.43","0.30","0.39","0.05","1.00","0.58","0.60","0.25","0.53","0.45","0.22","0.51","0.58","0.46","0.47","0.40","0.23","0.39","0.50","0.01","0.10","0.16","0.25","0.43","0.20","0.59","0.36","0.49","0.27","0.57","0.36","0.37","0.41","0.40","0.58","0.78","0.77","0.83","0.70","0.59","0.61","0.01","0.11","0.02","0.16","0.22","0.30","0.36","0.14","0.16","0.20","0.22","0.68","0.15","0.33","0.33","0.58","0.58","0.53","0.72","0.23","0.44","0.5","0.02","0.89","0.71","0.23","0.29","0.71","0.05","0.11","0.64","0.69","0.71","0.58","0.60","0.66","0.60","0.56","0.78","0.32","0.00","0.00","0.35","0.53","0.52","0.82","0.83","0.02","0.33","0.10","0.00","0.11"
"31","  38","41","Woodburncity"," 1","0.01","0.52","0.01","0.69","0.03","0.58","0.36","0.39","0.26","0.87","0.00","0.00","0.18","0.09","0.49","0.53","0.93","0.41","0.75","0.17","0.14","0.17","0.17","0.07","0.37","0.18","0.03","0.59","0.69","0.64","0.12","0.34","0.19","0.58","0.26","0.67","0.24","0.30","0.28","0.31","0.32","0.58","0.62","0.59","0.58","0.50","0.21","0.34","0.01","0.30","0.02","0.66","0.75","0.71","0.71","0.87","0.88","0.75","0.69","0.38","0.79","0.73","0.64","0.51","0.32","0.87","0.50","0.54","0.74","0.0","0.01","0.92","0.62","0.17","0.38","0.65","0.38","0.30","0.10","0.08","0.07","0.25","0.26","0.25","0.26","0.56","0.55","0.32","0.01","0.00","0.56","0.37","0.46","0.53","0.52","0.01","0.27","0.04","0.00","0.22"
"32","  40","34","Plainsborotownship"," 1","0.01","0.14","0.21","0.67","0.61","0.07","0.18","0.69","0.26","0.04","0.00","0.00","0.58","0.98","0.18","0.66","0.00","0.03","0.00","0.68","0.78","0.82","0.46","0.00","0.51","0.73","0.00","0.02","0.04","0.03","0.98","0.16","0.98","0.47","0.50","0.10","0.85","0.53","0.60","0.45","0.50","0.31","0.75","0.81","0.82","0.69","0.34","0.41","0.00","0.22","0.01","0.59","0.62","0.74","0.72","0.63","0.58","0.63","0.55","0.71","0.10","0.05","0.04","0.16","0.38","0.11","0.31","0.09","0.88","0.0","0.05","0.50","0.24","0.02","0.27","0.90","0.03","0.11","0.51","0.55","0.57","0.76","0.64","0.67","0.66","0.34","0.73","0.58","0.00","0.00","0.45","0.35","0.04","0.00","0.01","0.03","0.10","0.53","0.00","0.07"
"33","  41","34","LittleEggHarbortownship"," 1","0.01","0.46","0.01","0.98","0.03","0.04","0.31","0.38","0.20","0.59","0.00","0.00","0.37","0.44","0.16","0.47","0.63","0.15","0.74","0.36","0.31","0.30","0.44","0.34","0.29","0.53","0.00","0.10","0.21","0.44","0.15","0.51","0.35","0.21","0.30","0.35","0.27","0.32","0.26","0.32","0.33","0.44","0.72","0.73","0.86","0.74","0.31","0.32","0.00","0.07","0.00","0.00","0.00","0.04","0.05","0.00","0.00","0.01","0.01","0.91","0.06","0.21","0.21","0.49","0.44","0.61","0.78","0.08","0.33","0.5","0.12","0.00","0.80","0.03","0.20","0.75","0.03","0.42","0.27","0.26","0.25","0.63","0.57","0.56","0.64","0.49","0.84","0.88","0.00","0.00","0.10","0.60","0.52","0.56","0.76","0.14","0.02","0.10","0.00","0.11"
"34","  43"," 1","Fairfieldcity"," 1","0.00","0.45","1.00","0.00","0.01","0.00","0.43","0.41","0.27","0.57","0.02","1.00","0.16","0.38","0.10","0.16","0.71","0.44","0.61","0.19","0.16","0.23","0.23","0.27","0.69","0.16","0.02","0.54","0.39","0.50","0.26","0.56","0.33","0.27","0.66","0.45","0.35","0.58","0.42","0.66","0.66","0.52","0.30","0.31","0.38","0.24","0.81","0.83","0.01","0.39","0.00","0.00","0.24","0.20","0.63","0.00","0.01","0.01","0.02","0.95","0.02","0.33","0.31","0.45","0.47","0.44","0.56","0.14","0.50","0.5","0.02","0.66","0.55","0.67","0.44","0.38","0.30","0.23","0.07","0.07","0.08","0.03","0.11","0.13","0.15","0.49","0.39","0.49","0.00","0.01","0.01","0.93","0.69","0.88","0.82","0.01","0.30","0.15","0.00","0.80"
"35","  44"," 6","Carlsbadcity"," 1","0.09","0.37","0.02","0.85","0.19","0.25","0.29","0.40","0.24","0.43","0.10","1.00","0.56","0.56","0.31","0.64","0.42","0.18","0.60","0.55","0.57","0.58","0.55","0.31","0.52","0.35","0.04","0.17","0.14","0.15","0.58","0.27","0.60","0.30","0.39","0.18","0.64","0.57","0.40","0.63","0.62","0.35","0.68","0.70","0.83","0.58","0.41","0.47","0.02","0.17","0.05","0.47","0.50","0.53","0.54","0.42","0.39","0.38","0.35","0.72","0.24","0.20","0.18","0.38","0.38","0.41","0.53","0.19","0.54","0.5","0.12","0.67","0.54","0.04","0.13","0.85","0.05","0.13","0.64","0.69","0.71","0.72","0.71","0.89","0.72","0.64","0.84","0.21","0.00","1.00","0.37","0.35","0.20","0.39","0.44","0.11","0.14","0.15","0.00","0.22"
"36","  45","34","Paramusborough"," 1","0.02","0.73","0.02","0.82","0.64","0.07","0.34","0.37","0.27","0.55","0.04","1.00","0.78","0.74","0.19","0.80","0.54","0.02","0.57","0.72","0.59","0.58","0.32","0.05","0.48","0.68","0.01","0.07","0.21","0.23","0.50","0.18","0.48","0.35","0.42","0.19","0.57","0.09","0.41","0.12","0.11","0.62","0.93","0.91","0.94","0.86","0.00","0.11","0.00","0.06","0.03","0.31","0.42","0.43","0.42","0.39","0.47","0.45","0.40","0.61","0.18","0.30","0.34","0.72","0.68","0.74","0.92","0.06","0.10","0.5","0.00","0.98","0.93","0.00","0.11","0.38","0.02","0.05","0.68","0.66","0.65","0.87","1.00","1.00","1.00","0.35","0.47","0.46","0.01","0.00","0.55","0.42","0.90","0.82","0.73","0.03","0.20","0.32","0.00","0.17"
"37","  46"," 8","FortCollinscity"," 1","0.12","0.41","0.02","0.90","0.15","0.13","0.72","0.79","0.73","0.21","0.14","1.00","0.25","0.73","0.52","0.60","0.22","0.16","0.24","0.35","0.28","0.28","0.21","0.14","0.24","0.27","0.13","0.44","0.12","0.12","0.70","0.34","0.56","0.35","0.68","0.21","0.58","0.36","0.73","0.43","0.41","0.42","0.70","0.74","0.80","0.60","0.52","0.55","0.01","0.11","0.03","0.93","0.85","0.79","0.77","0.29","0.23","0.20","0.17","0.86","0.06","0.15","0.12","0.37","0.47","0.29","0.46","0.09","0.52","0.5","0.09","0.83","0.42","0.06","0.30","0.73","0.14","0.18","0.19","0.18","0.16","0.32","0.31","0.34","0.28","0.75","0.48","0.40","0.02","0.02","0.13","0.32","0.21","0.27","0.29","0.12","0.18","0.07","0.00","0.16"
"38","  48","35","Artesiacity"," 1","0.00","0.47","0.03","0.69","0.01","0.72","0.42","0.41","0.24","0.50","0.00","0.00","0.18","0.28","0.49","0.34","0.65","0.45","0.31","0.21","0.18","0.21","0.15","0.14","0.06","0.22","0.02","0.57","0.65","0.62","0.18","0.45","0.30","0.13","0.38","0.54","0.36","0.40","0.24","0.43","0.43","0.54","0.64","0.59","0.46","0.68","0.13","0.23","0.01","0.27","0.00","0.35","0.30","0.38","0.37","0.09","0.07","0.08","0.07","0.46","0.35","0.34","0.32","0.51","0.46","0.59","0.63","0.28","0.44","0.5","0.03","0.44","0.66","0.28","0.94","0.48","0.66","0.28","0.05","0.05","0.06","0.05","0.11","0.13","0.10","0.30","0.19","0.22","0.00","0.00","0.11","0.52","0.67","0.77","0.75","0.02","0.11","0.02","0.00","0.12"
"39","  49"," 8","Littletoncity"," 1","0.04","0.32","0.02","0.95","0.08","0.09","0.34","0.43","0.26","0.38","0.05","1.00","0.37","0.62","0.19","0.59","0.38","0.16","0.48","0.44","0.45","0.44","0.48","0.19","0.26","0.39","0.02","0.18","0.08","0.15","0.58","0.26","0.62","0.31","0.47","0.20","0.60","0.59","0.37","0.67","0.66","0.38","0.62","0.68","0.70","0.62","0.68","0.71","0.01","0.09","0.01","0.30","0.37","0.37","0.43","0.06","0.07","0.06","0.07","0.91","0.06","0.15","0.13","0.34","0.45","0.20","0.59","0.08","0.49","0.5","0.04","0.77","0.52","0.03","0.25","0.65","0.12","0.07","0.23","0.21","0.22","0.29","0.31","0.37","0.29","0.53","0.52","0.24","0.00","0.00","0.09","0.33","0.43","0.45","0.54","0.03","0.23","0.14","0.00","0.11"
"40","  50","33","Claremontcity"," 1","0.01","0.35","0.01","0.98","0.03","0.01","0.39","0.44","0.28","0.55","0.00","0.00","0.23","0.45","0.05","0.45","0.60","0.38","0.60","0.24","0.22","0.21","0.34","0.13","0.13","0.52","0.02","0.34","0.41","0.57","0.17","0.47","0.44","0.72","0.37","0.76","0.31","0.58","0.32","0.50","0.56","0.40","0.57","0.60","0.44","0.71","0.60","0.65","0.01","0.23","0.00","0.21","0.19","0.15","0.18","0.05","0.04","0.03","0.03","0.90","0.05","0.15","0.14","0.37","0.43","0.34","0.51","0.08","0.60","0.0","0.03","0.59","0.49","0.17","0.45","0.25","0.64","0.43","0.18","0.17","0.15","0.25","0.31","0.34","0.29","0.59","0.74","0.69","0.00","0.00","0.10","0.60","0.47","0.71","0.58","0.12","0.03","0.02","0.00","0.12"
"41","  51","18","Kokomocity"," 1","0.06","0.31","0.17","0.84","0.04","0.03","0.40","0.48","0.29","0.43","0.07","1.00","0.24","0.47","0.19","0.42","0.52","0.38","0.70","0.27","0.26","0.25","0.30","0.16","0.33","0.26","0.07","0.43","0.32","0.45","0.19","0.54","0.41","0.78","0.31","0.60","0.28","0.73","0.32","0.76","0.78","0.39","0.44","0.47","0.40","0.45","0.49","0.48","0.03","0.23","0.00","0.13","0.13","0.14","0.22","0.01","0.01","0.01","0.02","0.95","0.04","0.16","0.14","0.33","0.35","0.32","0.56","0.08","0.56","0.0","0.09","0.67","0.55","0.40","0.55","0.31","0.46","0.17","0.06","0.05","0.05","0.17","0.19","0.19","0.20","0.48","0.08","0.36","0.04","0.00","0.04","0.78","0.58","0.80","0.81","0.04","0.26","0.01","0.82","0.20"
"42","  52"," 6","Riversidecity"," 1","0.35","0.62","0.14","0.56","0.32","0.48","0.52","0.60","0.42","0.26","0.36","1.00","0.38","0.66","0.22","0.38","0.32","0.42","0.46","0.39","0.31","0.36","0.31","0.21","0.28","0.30","0.24","0.31","0.30","0.38","0.30","0.44","0.51","0.37","0.45","0.42","0.40","0.51","0.54","0.61","0.59","0.68","0.59","0.57","0.69","0.60","0.38","0.37","0.14","0.32","0.23","0.39","0.48","0.53","0.59","0.42","0.46","0.46","0.47","0.57","0.38","0.58","0.53","0.64","0.67","0.59","0.47","0.50","0.51","0.5","0.25","0.77","0.46","0.19","0.21","0.63","0.22","0.19","0.32","0.33","0.32","0.48","0.47","0.55","0.47","0.68","0.62","0.17","0.10","0.03","0.46","0.48","0.35","0.46","0.69","0.22","0.24","0.09","0.22","0.68"
"43","  53","34","Pennsaukentownship"," 1","0.04","0.52","0.29","0.71","0.11","0.09","0.33","0.42","0.24","0.52","0.05","1.00","0.40","0.58","0.07","0.52","0.58","0.24","0.58","0.40","0.33","0.33","0.33","0.27","0.33","0.34","0.02","0.13","0.27","0.43","0.20","0.23","0.52","0.40","0.33","0.43","0.35","0.38","0.42","0.39","0.40","0.58","0.65","0.63","0.76","0.63","0.35","0.45","0.02","0.27","0.01","0.09","0.13","0.20","0.29","0.03","0.03","0.05","0.06","0.84","0.07","0.34","0.33","0.55","0.60","0.26","0.84","0.09","0.26","0.5","0.01","0.93","0.79","0.45","0.60","0.31","0.15","0.11","0.21","0.19","0.18","0.35","0.37","0.42","0.35","0.52","0.50","0.63","0.00","0.00","0.12","0.52","0.78","0.75","0.75","0.03","0.28","0.29","0.00","0.23"
"44","  54","34","Medfordtownship"," 1","0.02","0.62","0.01","0.98","0.07","0.02","0.49","0.40","0.30","0.26","0.03","0.77","0.79","0.75","0.30","0.73","0.35","0.05","0.44","0.74","0.67","0.65","0.56","0.30","0.31","0.42","0.00","0.05","0.11","0.14","0.67","0.24","0.59","0.29","0.55","0.14","0.76","0.20","0.35","0.23","0.22","0.62","0.90","0.92","0.86","0.75","0.21","0.36","0.00","0.05","0.00","0.07","0.13","0.14","0.13","0.02","0.03","0.03","0.02","0.92","0.03","0.22","0.24","0.66","0.73","0.24","0.87","0.02","0.18","0.5","0.01","0.87","0.80","0.11","0.54","0.73","0.03","0.00","0.50","0.52","0.54","0.67","0.65","1.00","0.76","0.51","0.57","0.43","0.00","0.00","0.10","0.45","0.71","0.68","0.69","0.11","0.04","0.11","0.00","0.05"
"45","  55","39","Franklincity"," 1","0.00","0.47","0.02","0.99","0.01","0.00","0.45","0.54","0.35","0.34","0.02","1.00","0.23","0.49","0.30","0.28","0.50","0.49","0.53","0.24","0.18","0.17","0.41","0.05","0.18","0.32","0.02","0.43","0.63","0.70","0.08","0.53","0.38","0.78","0.17","0.77","0.15","0.55","0.28","0.63","0.62","0.47","0.59","0.60","0.46","0.60","0.31","0.40","0.00","0.12","0.00","0.29","0.22","0.18","0.27","0.01","0.01","0.01","0.01","0.97","0.02","0.18","0.19","0.50","0.51","0.50","0.51","0.10","0.47","0.5","0.01","0.90","0.52","0.39","0.43","0.44","0.41","0.07","0.10","0.09","0.08","0.14","0.18","0.19","0.21","0.45","0.21","0.29","0.00","0.00","0.02","0.72","0.60","0.67","0.84","0.02","0.11","0.01","0.00","0.10"
"46","  56","48","MineralWellscity"," 1","0.01","0.48","0.10","0.80","0.06","0.23","0.43","0.46","0.30","0.53","0.00","0.00","0.13","0.35","0.32","0.30","0.67","0.53","0.49","0.13","0.13","0.13","0.16","0.13","0.53","0.22","0.03","0.61","0.53","0.66","0.16","0.65","0.24","0.63","0.38","0.64","0.28","0.77","0.24","0.62","0.71","0.48","0.57","0.51","0.53","0.57","0.26","0.35","0.01","0.22","0.00","0.25","0.33","0.36","0.51","0.07","0.09","0.09","0.11","0.81","0.09","0.31","0.28","0.45","0.38","0.59","0.54","0.26","0.51","0.5","0.04","0.45","0.59","0.43","0.73","0.48","0.94","0.37","0.02","0.03","0.05","0.10","0.13","0.16","0.17","0.49","0.44","0.57","0.00","0.00","0.12","0.75","0.50","0.66","0.81","0.06","0.06","0.04","0.00","0.28"
"47","  57"," 6","Concordcity"," 1","0.16","0.44","0.05","0.76","0.53","0.21","0.37","0.49","0.30","0.29","0.18","1.00","0.50","0.70","0.21","0.52","0.29","0.31","0.45","0.49","0.43","0.44","0.39","0.25","0.33","0.44","0.07","0.16","0.12","0.18","0.42","0.25","0.69","0.20","0.32","0.26","0.47","0.57","0.45","0.69","0.66","0.47","0.62","0.65","0.71","0.54","0.51","0.60","0.03","0.13","0.11","0.46","0.54","0.62","0.63","0.45","0.47","0.49","0.45","0.69","0.20","0.26","0.24","0.47","0.47","0.49","0.51","0.24","0.46","0.5","0.09","0.86","0.53","0.05","0.13","0.58","0.08","0.05","0.51","0.51","0.52","0.65","0.60","0.70","0.60","0.65","0.65","0.19","0.03","0.01","0.42","0.49","0.42","0.54","0.62","0.08","0.32","0.56","0.57","0.22"
"48","  59"," 1","Huntsvillecity"," 1","0.24","0.37","0.48","0.58","0.13","0.02","0.44","0.55","0.38","0.31","0.25","0.99","0.34","0.67","0.33","0.51","0.32","0.21","0.58","0.38","0.38","0.45","0.22","0.19","0.35","0.50","0.16","0.30","0.22","0.30","0.54","0.33","0.57","0.43","0.46","0.23","0.66","0.52","0.45","0.57","0.56","0.42","0.58","0.58","0.67","0.53","0.52","0.54","0.09","0.28","0.04","0.41","0.45","0.53","0.52","0.11","0.11","0.12","0.10","0.92","0.04","0.17","0.16","0.38","0.45","0.32","0.54","0.12","0.44","0.5","0.25","0.72","0.51","0.10","0.25","0.60","0.28","0.14","0.15","0.16","0.18","0.24","0.25","0.28","0.26","0.31","0.15","0.22","0.17","0.09","0.11","0.54","0.51","0.60","0.49","0.48","0.08","0.00","0.51","0.55"
"49","  60","34","Manvilleborough"," 1","0.00","0.40","0.00","0.98","0.05","0.03","0.26","0.42","0.24","0.56","0.02","1.00","0.43","0.53","0.00","0.57","0.67","0.25","0.86","0.45","0.38","0.36","0.08","0.33","0.35","0.49","0.00","0.10","0.44","0.48","0.13","0.22","0.57","0.62","0.29","0.59","0.22","0.43","0.47","0.32","0.38","0.44","0.66","0.67","0.84","0.55","0.57","0.74","0.00","0.09","0.00","0.30","0.37","0.33","0.33","0.14","0.15","0.12","0.11","0.79","0.12","0.17","0.17","0.44","0.50","0.29","0.70","0.08","0.44","0.5","0.00","0.91","0.66","0.00","0.44","0.31","0.12","0.30","0.39","0.35","0.31","0.52","0.52","0.57","0.57","0.51","0.59","0.81","0.00","0.00","0.19","0.68","0.85","0.84","0.85","0.00","0.36","0.07","0.00","0.05"
"50","  61","34","Hawthorneborough"," 1","0.01","0.36","0.01","0.97","0.06","0.06","0.24","0.41","0.24","0.58","0.03","1.00","0.52","0.55","0.24","0.71","0.63","0.06","0.53","0.52","0.49","0.47","1.00","0.70","0.32","0.89","0.00","0.08","0.36","0.39","0.35","0.20","0.55","0.43","0.35","0.33","0.53","0.27","0.39","0.28","0.29","0.42","0.81","0.83","0.91","0.64","0.35","0.29","0.00","0.03","0.01","0.18","0.28","0.28","0.27","0.13","0.19","0.17","0.15","0.72","0.15","0.16","0.15","0.40","0.48","0.27","0.64","0.06","0.51","0.5","0.01","0.90","0.59","0.10","0.53","0.17","0.03","0.17","0.53","0.49","0.48","0.68","0.66","0.73","0.67","0.51","0.70","0.78","0.00","0.00","0.32","0.74","0.82","0.72","0.81","0.01","0.42","0.21","0.00","0.03"
"51","  62","51","Stauntoncity"," 1","0.02","0.41","0.25","0.80","0.02","0.01","0.38","0.44","0.31","0.56","0.00","0.00","0.23","0.47","0.27","0.46","0.61","0.35","0.63","0.27","0.27","0.28","0.22","0.09","0.13","0.23","0.02","0.30","0.47","0.49","0.27","0.18","0.37","0.36","0.60","0.51","0.36","0.70","0.38","0.53","0.63","0.31","0.55","0.49","0.48","0.54","0.54","0.68","0.01","0.24","0.00","0.57","0.61","0.50","0.61","0.06","0.06","0.04","0.05","0.96","0.03","0.10","0.10","0.29","0.31","0.29","0.54","0.05","0.46","0.5","0.03","0.78","0.53","0.11","0.62","0.40","0.49","0.24","0.11","0.11","0.12","0.17","0.20","0.21","0.21","0.36","0.18","0.35","0.02","0.00","0.04","0.74","0.50","0.47","0.61","0.06","0.10","0.01","0.00","0.07"
"52","  63","41","LaGrandecity"," 1","0.00","0.38","0.01","0.93","0.12","0.04","0.61","0.57","0.49","0.47","0.00","0.00","0.16","0.49","0.61","0.47","0.47","0.37","0.36","0.23","0.18","0.18","0.18","0.09","0.13","0.30","0.02","0.50","0.22","0.32","0.30","0.47","0.38","0.26","0.66","0.52","0.43","0.55","0.45","0.50","0.54","0.42","0.57","0.65","0.56","0.64","0.66","0.57","0.01","0.20","0.00","0.82","0.90","0.95","0.81","0.13","0.12","0.12","0.09","0.93","0.03","0.24","0.19","0.35","0.42","0.31","0.45","0.12","0.59","0.0","0.01","0.79","0.43","0.14","0.37","0.40","0.41","0.36","0.06","0.05","0.06","0.13","0.15","0.15","0.14","0.47","0.22","0.44","0.00","0.00","0.06","0.53","0.39","0.48","0.53","0.01","0.24","0.00","0.00","0.07"
"53","  64"," 4","CasaGrandecity"," 1","0.01","0.59","0.10","0.64","0.05","0.64","0.48","0.50","0.31","0.34","0.00","0.00","0.24","0.56","0.59","0.30","0.44","0.49","0.34","0.22","0.21","0.24","0.17","0.08","0.50","0.26","0.03","0.46","0.51","0.48","0.21","0.51","0.48","0.43","0.41","0.55","0.33","0.59","0.35","0.63","0.63","0.67","0.52","0.48","0.40","0.66","0.49","0.50","0.02","0.34","0.01","0.19","0.29","0.33","0.39","0.06","0.08","0.09","0.09","0.56","0.19","0.50","0.47","0.62","0.62","0.61","0.54","0.42","0.55","0.0","0.05","0.48","0.55","0.18","0.30","0.75","0.65","0.10","0.11","0.11","0.11","0.23","0.25","0.26","0.26","0.53","0.41","0.54","0.03","0.09","0.14","0.42","0.38","0.56","0.43","0.06","0.07","0.04","0.00","0.57"
"54","  65"," 6","Banningcity"," 1","0.02","0.50","0.19","0.53","0.45","0.43","0.35","0.36","0.22","0.71","0.00","0.00","0.18","0.08","0.12","0.37","0.83","0.91","0.82","0.20","0.21","0.26","0.23","0.11","0.10","0.24","0.03","0.44","0.45","0.65","0.14","0.74","0.08","0.25","0.34","0.50","0.22","0.57","0.31","0.58","0.59","0.53","0.45","0.47","0.47","0.65","0.13","0.18","0.02","0.31","0.02","0.46","0.49","0.49","0.59","0.45","0.42","0.38","0.42","0.58","0.46","0.56","0.51","0.53","0.36","0.81","0.48","0.55","0.71","0.0","0.04","0.58","0.59","0.23","0.35","0.60","0.41","0.21","0.18","0.19","0.22","0.31","0.33","0.37","0.34","0.72","0.61","0.36","0.02","0.00","0.41","0.42","0.36","0.45","0.72","0.05","0.09","0.02","0.00","0.37"
"55","  66"," 6","ManhattanBeachcity"," 1","0.04","0.25","0.01","0.91","0.27","0.09","0.15","0.42","0.19","0.26","0.05","1.00","0.92","0.71","0.31","0.76","0.21","0.09","0.33","0.96","1.00","1.00","0.60","0.34","0.86","0.98","0.01","0.09","0.02","0.04","0.93","0.08","0.78","0.46","0.44","0.07","0.98","0.56","0.63","0.54","0.56","0.28","0.80","0.82","0.89","0.73","0.51","0.53","0.00","0.06","0.02","0.32","0.31","0.35","0.36","0.18","0.15","0.16","0.15","0.85","0.05","0.07","0.06","0.28","0.37","0.19","0.60","0.06","0.53","0.5","0.04","0.83","0.55","0.10","0.25","0.35","0.02","0.10","1.00","1.00","1.00","0.99","1.00","1.00","1.00","0.28","0.66","0.14","0.00","0.00","0.24","0.44","0.56","0.73","0.66","0.01","0.68","0.05","0.00","0.14"
"56","  67","37","Gastoniacity"," 1","0.07","0.42","0.48","0.61","0.04","0.01","0.43","0.48","0.32","0.47","0.09","1.00","0.24","0.51","0.23","0.31","0.55","0.44","0.45","0.26","0.26","0.30","0.20","0.23","0.30","0.34","0.07","0.37","0.59","0.66","0.24","0.31","0.50","0.84","0.23","0.77","0.31","0.62","0.38","0.62","0.65","0.44","0.42","0.38","0.38","0.43","0.56","0.58","0.06","0.48","0.00","0.26","0.33","0.55","0.58","0.02","0.02","0.03","0.03","0.97","0.03","0.22","0.21","0.44","0.43","0.46","0.48","0.16","0.55","0.0","0.06","0.80","0.49","0.23","0.40","0.52","0.36","0.13","0.09","0.10","0.13","0.12","0.18","0.23","0.23","0.35","0.32","0.40","0.05","0.03","0.03","0.77","0.59","0.80","0.76","0.09","0.15","0.05","0.00","0.61"
"57","  68","34","Mahwahtownship"," 1","0.01","0.43","0.07","0.86","0.24","0.05","0.40","0.58","0.39","0.24","0.03","0.93","0.74","0.84","0.25","0.75","0.21","0.09","0.31","0.74","0.78","0.80","0.45","0.11","0.42","0.51","0.00","0.08","0.15","0.15","0.71","0.21","0.73","0.39","0.40","0.13","0.71","0.28","0.52","0.32","0.31","0.40","0.81","0.82","0.86","0.48","0.09","0.24","0.00","0.11","0.01","0.27","0.42","0.45","0.45","0.21","0.29","0.28","0.26","0.79","0.10","0.16","0.16","0.40","0.41","0.31","0.81","0.05","0.47","0.5","0.02","0.76","0.79","0.14","0.14","0.85","0.04","0.06","0.65","0.75","0.83","0.91","0.94","1.00","0.93","0.39","0.81","0.47","0.00","0.00","0.33","0.44","0.40","0.57","0.53","0.07","0.06","0.31","0.00","0.03"
"58","  70","36","Oneidacity"," 1","0.00","0.39","0.01","0.97","0.03","0.01","0.39","0.47","0.29","0.52","0.00","0.00","0.22","0.37","0.22","0.45","0.61","0.34","0.57","0.23","0.22","0.21","0.32","0.11","0.78","0.46","0.01","0.25","0.24","0.40","0.24","0.23","0.43","0.53","0.50","0.60","0.32","0.52","0.40","0.50","0.53","0.49","0.59","0.62","0.51","0.68","0.50","0.56","0.01","0.21","0.00","0.14","0.10","0.09","0.07","0.02","0.01","0.01","0.01","0.94","0.05","0.20","0.18","0.40","0.52","0.25","0.56","0.06","0.49","0.5","0.01","0.83","0.50","0.15","0.58","0.00","0.45","0.70","0.10","0.10","0.11","0.22","0.24","0.24","0.23","0.53","0.44","0.69","0.00","0.00","0.05","0.92","0.64","0.75","0.89","0.06","0.04","0.06","0.00","0.05"
"59","  71","29","Chesterfieldcity"," 1","0.04","0.57","0.05","0.91","0.22","0.02","0.46","0.38","0.25","0.25","0.06","1.00","0.91","0.75","0.47","0.88","0.28","0.03","0.37","0.90","0.79","0.78","0.64","0.26","0.47","1.00","0.01","0.04","0.10","0.09","0.88","0.07","0.60","0.46","0.46","0.04","0.86","0.16","0.31","0.19","0.18","0.57","0.95","0.96","0.91","0.90","0.21","0.25","0.00","0.04","0.01","0.44","0.42","0.41","0.43","0.18","0.15","0.14","0.13","0.88","0.04","0.18","0.20","0.59","0.68","0.17","0.85","0.02","0.25","1.0","0.05","0.75","0.77","0.02","0.26","0.81","0.01","0.03","0.45","0.44","0.45","0.61","0.58","0.69","0.61","0.39","0.30","0.10","0.00","0.00","0.17","0.49","0.52","0.51","0.36","0.09","0.11","0.02","0.00","0.04"
